RESID,SS,PreySS,PredSS,PPratio,ExoticSS,Richness,Evenness,NatStock,Nnatstock,IntrodUndes,Fishkills,FishPres,CatchRate,FishSize,CatchVar,AnglerSatis,FreqTourn,RatioFishing,SPP1comp,LargeFish,StockedFish,PopDen,SizeStruc,Condition,GRate,NatMort,R_age1,R_adult,CRA,BAS,PIK,PER,CAT,SUN,MOR,TRT,SAL
TX15,3,4,3,4,1,2,2,1,4,1,1,4,3,3,3,3,2,4,3,2,1,3,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
TX157,3,4,3,3,2,3,2,1,1,1,1,2,2,3,3,3,2,3,2,3,1,4,4,4,4,3,3,4,1,0,0,0,0,0,0,0,0
TX215,3,4,3,3,3,4,3,1,1,1,1,4,4,3,3,4,1,4,4,3,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX227,3,4,3,4,1,3,3,1,1,1,1,2,2,3,3,2,1,3,2,2,1,2,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
TX265,3,4,3,2,1,3,3,3,2,2,1,3,3,3,3,3,2,3,2,3,1,4,4,4,4,2,4,4,0,0,0,0,1,0,0,0,0
TX76,3,4,3,3,1,3,3,2,1,1,1,1,3,3,1,3,1,3,2,2,1,3,3,4,3,3,3,3,0,0,0,0,1,0,0,0,0
TX94,3,4,3,3,2,3,3,2,1,2,3,2,3,4,3,3,1,4,2,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
UT18,3,4,3,3,1,2,3,2,1,1,1,3,3,4,3,4,1,2,3,4,4,3,4,3,2,2,2.6,3,0,0,0,0,0,0,0,1,0
VA49,3,4,3,4,4,3,3,1,3,3,3,4,4,4,3,4,4,4,4,3,1,4,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
VA51,3,4,3,4,2,3,3,3,1,2,1,3,4,4,3,3,3,3,3,3,2,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
WV2,3,4,3,3,4,3,3,1,3,1,3,2,2,3,3,3,2,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
WY27,3,4,3,3,3,4,3,1,4,2,1,3,3,3,3,3,1,3,4,2,4,3,3,4,3,3,3,3,0,0,0,1,0,0,0,0,0
WY83,3,4,3,3,1,3,3,1,1,1,1,2,4,4,3,4,1,2,4,4,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0
AL17,4,4,3,4,2,4,4,2,1,1,3,4,4,4,3,4,5,4,3,3,1,4,5,5,5,3,2,2,0,1,0,0,0,0,0,0,0
AL25,4,4,3,3,2,3,3,2,2,1,3,4,3,4,4,3,4,4,2,3,1,4,4,4,4,3,2,2,0,1,0,0,0,0,0,0,0
AR11,4,4,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,4,2,2,2,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR73,4,4,3,3,1,3,3,2,1,1,1,4,4,3,3,3,3,3,2,3,1,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0
AZ20,4,4,3,5,2,5,3,1,1,5,2,4,3,5,3,4,4,4,3,3,1,3,4,5,3,3,4,4,0,1,0,0,0,0,0,0,0
CA157,4,4,3,2,5,4,2,3,1,4,1,4,3,3,4,4,1,1,4,4,4,5,5,5,3,3,1,1,0,0,0,0,0,0,0,1,0
CA282,4,4,3,3,2,3,3,3,1,1,4,3,3,4,3,3,3,3,2,3,1,3,3,3,4,3,3,3,0,1,0,0,0,0,0,0,0
CA64,4,4,3,4,1,3,2,2,1,1,1,3,3,3,3,2,1,2,4,2,1,3,2,3,3,3,3,3,0,0,0,1,0,0,0,0,0
CA74,4,4,3,3,2,4,3,1,4,3,1,5,4,4,3,4,2,4,4,4,4,4,4,4,3,3,3,3.1,0,0,0,0,0,0,0,1,0
CT42,4,4,3,3,1,3,3,1,4,1,3,2,3,3,3,3,4,5,2,2,1,4,4,4,4,2.7,3,3,0,1,0,0,0,0,0,0,0
FL12,4,4,3,2,4,3,3,3,3,4,1,2,2,4,3,3,1,5,2,3,1,3,4,4,4,2,3,3,0,0,0,0,1,0,0,0,0
IA39,4,4,3,3,4,4,3,1,1,4,2,3,3,3,3,3,3,3,3,2,1,3,2,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IL30,4,4,3,3,3,3,3,3,3,3,4,2,3,4,3,3,1,5,3,3,1,3,4,4,4,3,2,3,0,1,0,0,0,0,0,0,0
IL36,4,4,3,3,3,3,3,4,3,2,3,4,4,4,3,4,3,4,3,3,2,3,4,4,4,3,2,3,0,1,0,0,0,0,0,0,0
IL57,4,4,3,2.3,1,1,1,3,2,1,1,3,3,4,3,3,4,4,3,3,1,4,5,5,4,3,4,4,0,1,0,0,0,0,0,0,0
IL79,4,4,3,4,4,2,3,4,5,5,4,3,4,4,5,5,2,5,3,2,1,5,3,3,4,4,3,3,0,0,0,0,1,0,0,0,0
IN46,4,4,3,4,4,4,3,3,3,3,3,2,3,3,4,3,3,2,2,2,1,2,3,4,4,3,2,2,0,1,0,0,0,0,0,0,0
KS46,4,4,3,3,2,4,3,1,1,1,4,2,3,3,3,2,1,2,2,1,1,2,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KS48,4,4,3,4,1,3,3,3,1,1,1,4,3,3,2,3,3,3,2,2,2,4,3,4,4,3,3,3,0,0,0,1,0,0,0,0,0
KY11,4,4,3,4,2,3,3,3,4,2,2,3,3,4,3,3,3,3,2,3,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
KY52,4,4,3,4,3,2,3,3,2,3,2,4,4,3,3,3,5,4,3,2,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
MO24,4,4,3,4,4,3,3,3,2,3,2,2,4,4,3,4,3,2,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
MS6,4,4,3,3,1,2,3,1,1,2,2,2,2,4,3,3,1,3,4,4,1,2,4,4,5,2,1,3,1,0,0,0,0,0,0,0,0
MT103,4,4,3,3,3,5,4,1,1,3,1,3,3,3,3,3,1,4,3,3,1,3,4,4,4,3,3,3,0,0,1,0,0,0,0,0,0
MT60,4,4,3,3,2,5,3,1,3,1,1,5,3,3,3,3,1,3,2,3,1,4,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
MT68,4,4,3,3,1,4,3,1,3,1,1,3,2,5,5,3,1,4,2,4,4,2,4,5,5,3,1,1,0,0,0,0,0,0,0,1,0
NE45,4,4,3,4,4,3,2,4,4,3,4,4,3,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
OH14,4,4,3,3,3,2,3,2,3,3,3,4,4,2,3,4,3,4,2,2,1,4,4,4,4,3,4,4,1,0,0,0,0,0,0,0,0
OH33,4,4,3,3,1,3,2,3,1,1,1,4,4,3,1,4,2,5,3,3,1,5,4,4,3,3,4,4,0,1,0,0,0,0,0,0,0
OK53,4,4,3,4,2,3,3,1,4,1,2,2,3,3,3,4,1,4,3,3,1,4,4,5,5,2,4,4,0,0,0,1,0,0,0,0,0
OR29,4,4,3,2,5,4,2,2,2,5,2,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,4,1,0,0,0,0,0,0,0,0
PA119,4,4,3,4,1,4,4,1,4,1,1,4,4,4,3,4,3,4,2,3,4,4,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0
PA123,4,4,3,4,1,3,3,1,5,1,1,4,4,4,3,4,3,4,2,3,4,4,4,4,3,3,3,3,0,0,0,1,0,0,0,0,0
TX110,4,4,3,3,3,3,3,3,1,3,4,2,3,4,3,3,2,2,1,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
TX114,4,4,3,4,1,4,4,1,1,1,1,4,4,4,3,4,4,3,2,2,1,4,4,3,4,3,3,3,0,1,0,0,0,0,0,0,0
TX166,4,4,3,4,2,3,2,4,1,3,3,2,3,3,3,3,2,4,3,2,1,4,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
TX60,4,4,3,3,1,3,3,3,1,4,2.3,4,3,3,3,3,4,3,2,1,1,3,3,3,3,3,3,2,0,1,0,0,0,0,0,0,0
VA11,4,4,3,4,1,4,2,1,1,2,1,3,4,3,3,3,4,5,3,3,1,4,4,4,3,3,3,4,0,1,0,0,0,0,0,0,0
VA14,4,4,3,4,5,3,3,2,4,4,1,2,3,4,3,4,3,4,3,3,4,5,5,5,5,3,4,4,0,0,0,0,0,0,0,1,0
VA54,4,4,3,4,2,3,3,3,3,1,1,2,4,3,4,4,3,4,3,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
WI86,4,4,3,4,3.6,3,2,1,2.6,3.5,3,4,4,2,3,3,3,4,2,3,1,4,2,3,3,4,4,4,1,0,0,0,0,0,0,0,0
WY67,4,4,3,3,4,3,3,1,3,1,1,3,4,4,3,4,1,5,4,4,4,4,4,4,4,3,3,3,0,0,0,0,0,0,0,1,0
PA78,5,4,3,2,5,4,1,3,2,4,1,1,2,3,3,1,1,1,1,3,1,2,5,4,4,3,1,3,0,1,0,0,0,0,0,0,0
TN39,5,4,3,2,4,5,3,1,1,4,2,5,4,3,2,4,1,5,3,3,1,4,4,3,3,3,4,4,1,0,0,0,0,0,0,0,0
KS45,3,3.5,3,2.8,3,3,3,3,3,3.1,1.5,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
MO39,3,3.3,3,2,4,3,3,4,1,3,2,4,3,3,2,3,3,3,2,3,1,3,4,4,3,3,3,3,0,1,0,0,0,0,0,0,0
KY7,1,3,3,2,4,4,2,5,5,4,3,5,2,4,3,2,5,4,1,2,1,2,3,3,3,2,1,2,0,1,0,0,0,0,0,0,0
AL45,2,3,3,3,2,3,3,1,1,1,1,2,2,2,3,3,1,4,1,1,1,2,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0
AR64,2,3,3,3,3,3,3,4,2,1,2,4,3,4,3,3,4,5,1,2,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
MT16,2,3,3,4,3,3,2,1,3,1,1,1,2,2,3,2,1,2,4,2,4,2,1,3,2,4,1,2,0,0,0,0,0,0,0,1,0
TN34,2,3,3,3,1,3,3,1,1,1,1,4,3,3,1,4,4,3,2,1,1,5,4,4,3,3,4,4,0,1,0,0,0,0,0,0,0
AL15,3,3,3,3,1,3,3,3,1,1,1,3,4,4,3,3,3,4,2,2,1,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
AL16,3,3,3,3,1,3,3,3,3,1,1,3,3,3,3,3,4,3,1,1,1,3,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0
AL18,3,3,3,4,2,2,2,3,2,2,2,4,3,3,3,4,3,2,3,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL2,3,3,3,3,1,3,3,3,3,1,1,3,3,3,1,4,3,3,1,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL21,3,3,3,3,2,3,3,3,1,1,1,3,3,3,3,3,3,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL22,3,3,3,3,4,3,3,4,1,4,3,3,3,3,3,3,4,3,3,2,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0
AL23,3,3,3,3,2,3,3,4,2,2,2,4,3,3,4,3,4,3,3,2,1,4,3,3,2,3,3,3,0,1,0,0,0,0,0,0,0
AL27,3,3,3,3,2,4,3,4,2,3,4,3,3,3,3,4,3,3,4,3,1,3,3,2,2,3,3,3,0,1,0,0,0,0,0,0,0
AL29,3,3,3,2.5,1,3,3,2,2,2,2,3,3,3,4,3,4,3,2,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL3,3,3,3,3,2,2,3,3,1,1,1,2,3,3,3,3,2,4,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL32,3,3,3,3,3,3,3,1,3,3,3,4,4,2,3,3,4,4,3,3,1,4,3,4,3,3,3,4,0,1,0,0,0,0,0,0,0
AL35,3,3,3,3,2,3,3,1,1,1,1,3,3,4,3,3,3,4,3,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL4,3,3,3,3,1,2,3,1,1,1,1,3,3,3,3,3,3,4,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AL46,3,3,3,3,2,3,3,1,1,1,1,3,3,3,3,3,4,3,3,3,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0
AL6,3,3,3,3,4,4,3,3,1,3,2,2,3,3,3,3,1,3,1,2,1,3,4,3,3,3,3,4,0,1,0,0,0,0,0,0,0
AR12,3,3,3,3,4,3,3,3,1,4,2,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0
AR13,3,3,3,2,3,3,3,2,3,1,1,3,3,3,3,2,3,5,3,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR16,3,3,3,3,1,3,2,3,1,1,1,4,3,3,2,3,1,5,2,2,1,3,3,4,4,4,4,4,1,0,0,0,0,0,0,0,0
AR28,3,3,3,3,4,3,3,2,1,1,1,3,3,3,3,4,3,4,2,2,1,3,3,3,3,2,4,3,0,1,0,0,0,0,0,0,0
AR29,3,3,3,3,3,3,3,2,1,3,1,4,3,3,3,3,4,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR31,3,3,3,4,1,3,3,3,1,1,1,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0
AR38,3,3,3,3,1,3,3,3,1,1,1,4,4,3,3,3,3,4,2,2,1,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR4,3,3,3,3,1,3,3,3,1,1,1,3,3,3,3,4,2,4,1,2,1,3,4,3,3,3,4,4,0,1,0,0,0,0,0,0,0
AR40,3,3,3,3,1,3,3,3,1,1,1,2,2,3,3,3,1,5,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR43,3,3,3,3,3,3,3,2,1,3,2,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR45,3,3,3,3,1,3,3,2,1,3,2,3,3,3,3,3,1,5,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR47,3,3,3,2,1,3,3,2,1,1,1,3,3,2,4,3,2,4,2,2,1,2,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0
AR48,3,3,3,3,1,3,3,3,1,1,1,3,3,3,3,3,1,5,1,2,1,2,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
AR49,3,3,3,3,1,3,3,3,1,1,2,3,3,4,3,3,3,4,2,2,1,3,4,4,4,1,3,3,0,1,0,0,0,0,0,0,0
AR5,3,3,3,3,1,3,3,3,3,2,2,3,3,2,3,3,4,3,2,2,1,4,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR51,3,3,3,3,2,3,3,2,4,2,1,2,2,2,2,2,2,5,3,2,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0
AR55,3,3,3,3,1,3,3,3,1,1,1,4,3,3,3,3,3,4,2,3,2,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR56,3,3,3,3,1,2,3,2,1,1,1,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR57,3,3,3,3,2,3,3,3,1,1,2,3,3,4,3,3,1,4,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR6,3,3,3,3,2,3,3,3,2,1,1,3,3,4,3,3,3,3,2,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
AR61,3,3,3,3,1,3,3,3,1,1,1,4,3,3,3,3,2,4,2,2,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR62,3,3,3,3,2,2,2,1,3,2,3,4,3,4,5,3,2,5,4,4,1,3,4,4,4,3,2,2,0,1,0,0,0,0,0,0,0
AR65,3,3,3,3,1,3,3,3,1,2,1,3,3,2,3,3,2,3,2,1,1,3,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0
AR68,3,3,3,3,1,3,3,3,1,1,2,3,3,4,2,4,5,5,3,3,1,3,4,4,4,1,3,4,0,1,0,0,0,0,0,0,0
AR71,3,3,3,3,2,3,3,3,3,1,1,3,3,3,3,3,3,4,2,1,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
AR72,3,3,3,3,1,3,3,4,1,1,3,3,3,3,3,4,3,2,2,2,1,3,3,3,3,2,3.1,3,1,0,0,0,0,0,0,0,0
AR74,3,3,3,3,1,3,3,3,3,1,4,4,3,3,4,3,5,4,3,3,1,3,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0
AR77,3,3,3,3,1,3,3,3,1,1,1,3,3,3,3,3,3,5,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR80,3,3,3,3,2,3,3,3,3,1,1,3,3,3,3,3,2,4,2,3,1,3,4,4,3,2,2,2,1,0,0,0,0,0,0,0,0
AR83,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,4,2,3,3,3,3,3,0,0,0,0,0,0,1,0,0
AR84,3,3,3,3,3,3,3,4,2,3,1,3,3,4,3,3,2,4,2,2,1,3,3,3,3,4,3,3,0,1,0,0,0,0,0,0,0
AR86,3,3,3,3,2,3,3,4,3,1,3,4,3,4,3,3,4,5,1,3,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
AR89,3,3,3,3,2,3,3,1,1,1,1,3,3,3,3,3,1,5,2,2,1,3,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0
AR9,3,3,3,3,3,3,4,4,4,3,2,4,3,4,2,4,4,3,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR91,3,3,3,3,1,3,3,3,1,1,1,3,3,4,3,3,3,4,2,3,2,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
CA100,3,3,3,3.6,3,3,3,1,2,1,1,3,2,3,2,2,2,3,3,4,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
CA217,3,3,3,4,2,3,3,1,1,1,1,3,4,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
CA218,3,3,3,3,1,2,2,3,1,1,2,3,2.2,3,4,3,1,4,4,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0
CA226,3,3,3,3,2,3,3,3,1,1,1,3,3,2,3,3,3,3,4,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
CA248,3,3,3,3,3,2,3,1,1,3,1,5,2,3,4,2,4,4,3,2,1,2,3,3,3,3,3,2,0,1,0,0,0,0,0,0,0
CA25,3,3,3,3,1,3,3,1,3,2,1,3,2,3,3,3,1,3,3,3,4,3,3,3,2,3,1,1,0,0,0,0,0,0,0,1,0
CA272,3,3,3,3,4,2,2,1,1,3,2,1,1,3,3,2,1,5,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
CA52,3,3,3,3,4,3,2,2,3,4,1,3,3,4,3,3,1,4,4,4,4,3,4,4,3,3,1,2.1,0,0,0,0,0,0,0,1,0
CO117,3,3,3,3,2,3,2,1,5,1,1,3,3,3,4,4,1,5,4,4,4,3,3,3,2,4,2.2,2,0,0,0,0,0,0,0,1,0
CO26,3,3,3,3,5,4,3,1,4,1,1,4,4,3,2,5,1,5,4,4,4,4,3,3,3,3,1.7,2,0,0,0,0,0,0,0,1,0
CT31,3,3,3,3,1,4,3,1,4,1,1,4,3,3,3,4,4,5,3,2,1,4,4,3,3,3.2,3.3,3.6,0,1,0,0,0,0,0,0,0
FL157,3,3,3,3,1,2,3,3,1,1,1,3,3,3,3,3,1,5,2,2,1,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0
FL158,3,3,3,3,1,3,3,1,2,1,1,2,4,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0
FL160,3,3,3,3,1,2,3,3,2,1,1,5,4,3,3,3,1,4,2,1,1,4,2,2,2,3,3,2,0,1,0,0,0,0,0,0,0
GA15,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,4,3,3,3,1,4,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
GA16,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,4,2,4,4,1,4,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
GA27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
GA51,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,1,1,4,1,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
GA54,3,3,3,3,3,3,3,1,3,1,1,2,3,3,3,3,1,3,1,4,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
GA81,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,3,3,1,4,4,4,4,3,4,4,0,1,0,0,0,0,0,0,0
GA90,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
IA16,3,3,3,3,2,4,4,1,1,4,1,2,2,3,3,3,3,1,2,1,1,1,3,3,3,3,2,3,0,0,0,0,0,1,0,0,0
IA19,3,3,3,3,3,3,3,3,1,1,1,2,2,3,3,2,1,2,3,3,1,2,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IA21,3,3,3,3,4,2,3,2,1,3,3,2,2,3,3,2,1,2,4,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IA29,3,3,3,3,3,3,3,1,1,1,1,1,1,3,2,2,1,2,3,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
IA38,3,3,3,3,5,4,3,3,1,4,1,2,3,3,3,3,1,3,3,4,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IA41,3,3,3,3,4,3,3,1,1,4,3,3,3,3,3,3,3,3,3,2,1,4,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IA51,3,3,3,3,4,3,3,4,3,4,2,3,4,3,4,4,3,3,3,3,1,4,2,3,3,3,3,2,0,0,0,0,0,0,1,0,0
IA52,3,3,3,3,2,3,3,2,2,2,1,4,3,4,3,4,1,1,1,2,1,3,4,4,4,3,3,3,0,0,0,0,0,1,0,0,0
ID3,3,3,3,3,3,3,3,1.4,4,3,1,3,3,3,2,3,1,3,4,3,4,3,3,3,3,3,1,3,0,0,0,0,0,0,0,1,0
ID77,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,2,4,4,4,0,0,0,0,0,0,0,1,0
ID83,3,3,3,3,3,3,3,1,4,2,2,3,3,3,3,3,1,3,4,3,4,3,3,3,3,3,2,3,0,0,0,0,0,0,0,1,0
IL43,3,3,3,3,3,3,3,1,1,1,2,3,3,3,3,3,2,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IL50,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,2,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IL6,3,3,3,3,2,3,2,3,1,2,2,5,3,3,3,3,1,3,2,1,1,3,2,4,3,3,3,3,0,0,0,0,0,1,0,0,0
IL84,3,3,3,3,2,3,3,2,1,2,2,3,3,4,3,4,2,3,2,2,1,4,4,3,3,3,4,3,0,1,0,0,0,0,0,0,0
IN27,3,3,3,3,1,3,3,1,1,2,1,3,4,4,2,4,2,4,4,3,1,4,5,4,4,3,3,3,0,0,0,0,0,1,0,0,0
IN40,3,3,3,3,3,3,3,1,1,5,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
IN47,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
IN5,3,3,3,3,1,4,3,4,3,1,3,3,3,3,3,3,2,3,2.1,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
IN50,3,3,3,3,4,4,3,3,2,4,2,5,3,2,3,3,3,4,3,2,1,3,2,3,3,3,2,3,0,0,0,0,0,1,0,0,0
IN54,3,3,3,3,4,3,3,1,2,2,2,3,3,3,3,2,3,3,4,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
IN7,3,3,3,3,1,3,3,1,3,1,3,3,3,4,3.4,3,2,3,2,1.8,1,3,4,3,4,3,3,3,1,0,0,0,0,0,0,0,0
KS13,3,3,3,3,3,3,3,3,1,1,1,5,4,4,5,5,3,5,2,2,2,5,5,3,4,3,3,3,0,0,0,0,1,0,0,0,0
KS26,3,3,3,2,1,2,2,2,1,1,1,2,3,5,3,3,1,3,4,3,1,5,5,5,4,3,3,3,0,0,0,0,1,0,0,0,0
KS36,3,3,3,3,2,4,3,1,1,1,2,3,3,3,3,3,2,4,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KS37,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KS4,3,3,3,3,1,3,3,1,2,2,1,4,4,3,3,4,5,3,4,3,1,5,3,3,3,3,4,3,1,0,0,0,0,0,0,0,0
KS5,3,3,3,3,2,3,3,3,1,1,1,3,3,4,3,4,4,4,2,2,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
KS63,3,3,3,3,2,4,3,1,1,1,1,1,3,3,3,3,1,5,1,3,1,4,4,3,3,3,4,4,0,1,0,0,0,0,0,0,0
KS70,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,4,3,1,1,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
KS71,3,3,3,3,4,3,3,3,1,1,1,3,3,3,3,3,1,5,3,3,1,4,4,4,3,3,4,3,1,0,0,0,0,0,0,0,0
KS73,3,3,3,3,1,3,3,3,3,1,1,4,3,3,3,3,1,3,1,2,4,3,3,2,2,3,3,2,0,0,0,0,1,0,0,0,0
KY10,3,3,3,4,3,3,3,5,1,1,1,4,3,3,2,4,4,4,2,1,1,4,4,3,3,3,4,2,0,1,0,0,0,0,0,0,0
KY12,3,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,2,4,3,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
KY15,3,3,3,3,3,3,3,4,1,3,1,3,3,3,4,3,3,3,1,2,1,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
KY16,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KY17,3,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,2.6,3,2,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KY23,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KY25,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,3,3,1,2,4,3,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0
KY26,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,4,1,2,4,2,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0
KY27,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,3,4,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
