RESID,SS,PreySS,PredSS,PPratio,ExoticSS,Richness,Evenness,NatStock,Nnatstock,IntrodUndes,Fishkills,FishPres,CatchRate,FishSize,CatchVar,AnglerSatis,FreqTourn,RatioFishing,SPP1comp,LargeFish,StockedFish,PopDen,SizeStruc,Condition,GRate,NatMort,R_age1,R_adult,CRA,BAS,PIK,PER,CAT,SUN,MOR,TRT,SAL
CA291,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,2,1,1,1,2,3,1,3,3,3,1,0,0,0,0,0,0,0,0
CA44,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,1,1,3,2,3,2,3,2,2,0,1,0,0,0,0,0,0,0
CT7,2,2,2,3,1,2,3,1,4,1,1,2,2,3,3,2.7,2,5,2,2,1,2,3,3,3,2.5,2,2.9,0,1,0,0,0,0,0,0,0
FL4,2,2,2,3,1,2,3,1,1,1,4,3,2,2,4,2,1,3,3,1,1,2,2,2,2,3,2,2,0,1,0,0,0,0,0,0,0
GA21,2,2,2,3,2,3,3,4,3,2,4,4,2,3,3,2,3,3,1,3,1,2,3,3,3,4,3,3,0,1,0,0,0,0,0,0,0
IA20,2,2,2,3,4,3,2,3,1,3,3,1,2,2,3,2,2,2,1,2,1,1,1,3,3,4,2,2,1,0,0,0,0,0,0,0,0
IA50,2,2,2,3,3,2,3,3,1,1,3,2,2,2,3,2,2,3,2,2,1,3,2,2,2,3,3,3,1,0,0,0,0,0,0,0,0
ID16,2,2,2,1,1,3,2,1,1,1,1,1,2,3,4,2,1,3,3,2,1,2,5,4,3,3,2,3,1,0,0,0,0,0,0,0,0
ID51,2,2,2,1,1,1,2,3,1,1,1,2,3,3,4,3,1,5,4,3,4,3,3,3,4,3,1,3,0,0,0,0,0,0,0,1,0
ID59,2,2,2,3,1,2,2,1,1,1,2,2,3,2,4,2,1,5,1,2,1,2,2,3,3,4,1,3,0,1,0,0,0,0,0,0,0
ID76,2,2,2,2,1,5,2,1,1,1,1,2,2,3,2,3,2,3,3,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
IN23,2,2,2,2,4,2,2,1,2,2,2,2,2,2,2,2,2,3,4,3,1,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
KS56,2,2,2,3,3,2,2,2,3,3,1,2,1,4,5,2,2,3,2,2,1,1,4,3,3,3,1,2,1,0,0,0,0,0,0,0,0
KS7,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,1,4.3,1,2,1,2,3,3,3,3,2,3,0,0,0,1,0,0,0,0,0
KY14,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,2,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0
KY31,2,2,2,2,1,2,2,3,2,1,1,2,2,2,3,2,2,3,2,2,1,2,2,3,2,3,3,3,0,0,0,0,1,0,0,0,0
KY32,2,2,2,2,2,2,2,3,1,1,2,2,2,2,3,2,2,3,2,2,1,2,2,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KY33,2,2,2,2,2,3,3,3,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,3,3,3,3,3,0,0,0,0,1,0,0,0,0
KY49,2,2,2,3,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0
LA20,2,2,2,3,2,2,3,1,1,4,1,2,2,2,1,1,1,3,2,1,2,2,2,2,2,3,1,1,0,1,0,0,0,0,0,0,0
LA23,2,2,2,3,1,2,3,1,1,1,4,1,1,2,3,2,1,4,1,1,1,1,1,2,2,3,2,2,0,1,0,0,0,0,0,0,0
LA30,2,2,2,3,1,2,3,2,1,1,3,1,2,2,4,2,1,3,3,1,3,2,2,3,2,3,2,2,0,1,0,0,0,0,0,0,0
LA31,2,2,2,3,1,2,3,1,1,1,5,2,2,3,5,3,1,2,1,1,1,2,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0
LA38,2,2,2,3,1,2,3,2,2,1,2,2,1,2,3,2,1,3,1,1,1,2,2,2,2,3,2,2,0,1,0,0,0,0,0,0,0
LA39,2,2,2,3,1,2,3,3,1,1,1,2,2,3,3,2,2,2,3,1,1,2,3,3,2,3,3,3,0,1,0,0,0,0,0,0,0
LA46,2,2,2,3,4,1,2,1,2,1,1,2,1,1,2,2,1,5,3,1,1,1,1,3,2,4,3,2,0,1,0,0,0,0,0,0,0
LA6,2,2,2,3,1,2,3,2,2,2,4,2,2,3,4,2,2,2,2,1,1,2,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0
MO64,2,2,2,3,4,2,2,1,1,3,3,2,3,3,3,3,1,4,3,2,1,3,4,3,3,3,3,3,0,0,0,0,1,0,0,0,0
MS15,2,2,2,3,1,1,1,1,1,1,1,3,3,2,3,3,3,3,2,1,1,5,1,1,1,3,5,5,0,1,0,0,0,0,0,0,0
MS16,2,2,2,2,1,3,3,1,1,3,2,3,4,4,3,3,3,3,3,3,1,3,4,4,5,2,1,3,1,0,0,0,0,0,0,0,0
MS25,2,2,2,3,1,2,2,1,1,1,1,3,2,2,3,2,3,3,4,2,1,3,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0
MT92,2,2,2,3,1,3,3,1,1,2,1,1,2,3,3,2,1,1,4,2,1,1,3,3,3,4,3,2,0,0,0,0,0,0,0,1,0
MT98,2,2,2,1,1,2,2,1,3,2,2,2,2,4,3,3,1,3,4,4,4,2,4,4,4,3,3,3,0,0,0,0,0,0,0,1,0
NC55,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,2,2,1,2,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0
NC9,2,2,2,2,2,3,3,1,1,2,3,2,3,3,3,3,1,5,2,2,1,2,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0
NC98,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0
ND49,2,2,2,2,2,4,2,3,1,2,2,1,1,3,4,1,1,1,2,2,3,2,3,3,3,3,3,3,0,0,1,0,0,0,0,0,0
ND8,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,1,2,3,2,3,2,2,3,3,3,3,3,0,0,1,0,0,0,0,0,0
OH29,2,2,2,2,4,2,1,1,4,3,3,2,2,2,2,2,2,3,2,2,1,3,3,3,3,4,3,3,0,0,0,0,1,0,0,0,0
OH36,2,2,2,3,3,3,3,3,3,2,3,2,2,3,3,2,2,2,1,2,4,2,3,3,3,3,2,2,0,0,0,1,0,0,0,0,0
OH37,2,2,2,2,3,3,3,1,1,4,4,4,2,2,3,3,1,2,1,1,1,2,4,2,2,2,2,2,0,1,0,0,0,0,0,0,0
OK117,2,2,2,3,1,3,3,3,3,1,1,2,2,4,3,2,1,3,2,3,1,2,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0
OK120,2,2,2,2,2,3,2,1,1,2,2,1,2,3,4,2,1,3,1,2,1,1,3,4,4,4,2,2,0,1,0,0,0,0,0,0,0
OK121,2,2,2,3,1,3,3,4,1,1,1,2,2,4,3,2,3,3,2,3,1,2,3,3,3,3,1,2,0,1,0,0,0,0,0,0,0
OK138,2,2,2,3,1,3,3,3,3,1,1,2,2,2,3,2,1,3,2,2,1,2,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0
OK139,2,2,2,3,1,3,3,3,3,1,1,2,2,2,2,2,1,3,2,2,1,2,2,2,2,3,2,2,0,1,0,0,0,0,0,0,0
OK140,2,2,2,3,1,3,3,1,2,1,1,3,2,2,3,2,1,3,2,2,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK145,2,2,2,3,1,3,3,3,1,1,1,3,3,3,3,3,1,4,2,2,1,2,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0
OK146,2,2,2,3,1,2,3,3,1,1,1,2,2,2,3,2,2,2,1,1,1,1,2,3,3,4,1,1,0,1,0,0,0,0,0,0,0
OK156,2,2,2,3,1,3,3,3,3,1,1,2,3,3,3,3,1,2,2,1,1,2,3,3,2,3,2,2,0,1,0,0,0,0,0,0,0
OK162,2,2,2,3,1,3,3,1,3,1,1,3,3,3,3,3,1,4,2,1,1,4,2,3,2,3,3,3,0,0,0,1,0,0,0,0,0
OK30,2,2,2,2,4,2,3,1,1,3,1,3,2,2,3,3,3,2,1,2,1,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,0
OK31,2,2,2,2,4,2,3,3,2,3,2,2,2,3,3,3,1,5,2,3,1,3,4,3,3,2,4,3,0,0,0,0,1,0,0,0,0
OK32,2,2,2,3,2,1,2,1,1,1,2,1,2,2,4,2,1,5,2,1,1,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,0
OK39,2,2,2,2,3,2,3,2,3,3,1,2,2,2,3,3,2,3,1,1,1,2,1,2,2,4,2,2,0,0,0,1,0,0,0,0,0
OK57,2,2,2,2,4,1,3,1,4,4,2,2,2,2,3,2,1,4,2,1,1,3,2,2,2,2,4,3,0,0,0,1,0,0,0,0,0
OK62,2,2,2,2,1,3,3,1,2,1,1,3,2,2,3,2,1,4,2,1,1,2,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0
OK64,2,2,2,3,1,3,2,1,1,1,1,2,2,3,3,2,1,4,2,2,1,2,3,3,4,3,3,3,0,0,0,1,0,0,0,0,0
OK75,2,2,2,2,1,3,2,1,1,1,1,3,2,2,2,2,1,4,1,1,1,2,2,3,3,3,3,2,0,1,0,0,0,0,0,0,0
OK80,2,2,2,3,1,2,2,2,1,1,1,2,2,2,4,2,1,2,2,2,1,2,2,2,2,3,2,2,0,0,0,0,1,0,0,0,0
OK85,2,2,2,3,1,2,3,4,1,1,3,2,3,2,3,3,3,2,2,1,1,2,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0
PA100,2,2,2,2,1,2,3,1,1,1,1,2,2,2,3,3,1,2,2,2,1,2,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0
PA13,2,2,2,2,1,2,3,1,1,1,1,2,2,2,3,3,1,4,1,1,1,3,3,2,2,3,3,3,0,1,0,0,0,0,0,0,0
PA81,2,2,2,3,1,2,3,1,1,1,5,2,3,3,3,3,1,5,2,3,1,2,4,4,3,3,3,3,0,0,0,1,0,0,0,0,0
SD19,2,2,2,3,1,2,3,1,5,4,1,4,3,3,3,4,3,3,2,3,4,3,3,3,3,3,3,2,0,0,0,0,0,0,0,1,0
SD23,2,2,2,3,3,3,3,4,3,3,2,2,2,2,2,3,2,3,1,2,1,2,3,2,3,3,2,3,0,0,0,1,0,0,0,0,0
SD27,2,2,2,3,1,2,3,1,5,4,1,4,2,4,2,4,1,5,2,4,4,3,3,3,3,2,1,3,0,0,0,0,0,0,0,1,0
TX101,2,2,2,2,3,3,3,3,1,2,2,3,2,2,4,2,3,3,1,1,2,2,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX133,2,2,2,3,3,3,3,2,1,3,3,2,2,2,3,1,1,2,2,1,1,2,2,2,2,3,2,2,0,1,0,0,0,0,0,0,0
TX143,2,2,2,3,1,2,3,4,3,1,1,1,2,2,3,3,1,4,3,2,1,3,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0
TX174,2,2,2,3,1,3,3,2,1,1,1,3,3,2,3,3,1,5,1,1,2,2,2,2,1,1,3,4,0,1,0,0,0,0,0,0,0
TX177,2,2,2,2,2,2,2,1,1,1,1,2,2,2,3,2,1,1,3,2,1,2,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX179,2,2,2,2,4,3,3,1,1,1,5,2,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,0,1,0,0,0,0,0,0,0
TX199,2,2,2,2,1,3,3,1,4,1,1,2,1,1,1,1,1,3,2,1,1,3,2,2,1,3,3,2,0,1,0,0,0,0,0,0,0
TX204,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,4,3,2,1,2,2,2,2,3,3,2,0,1,0,0,0,0,0,0,0
TX222,2,2,2,3,2,3,3,2,2,3,3,3,2,3,4,2,1,4,3,2,1,2,3,3,3,4,2,2,0,1,0,0,0,0,0,0,0
TX229,2,2,2,2,3,3,3,1,1,1,4,2,3,3,2,3,1,5,2,2,1,2,2,4,4,3,3,3,0,1,0,0,0,0,0,0,0
TX231,2,2,2,3,2,3,3,3,4,2,1,4,3,3,3,3,4,3,3,2,1,3,3,2,2,3,3,3,0,1,0,0,0,0,0,0,0
TX25,2,2,2,3,1,2,3,1,1,1,1,3,3,3,3,3,3,4,4,2,1,3,3,3,4,4,3,3,0,1,0,0,0,0,0,0,0
TX29,2,2,2,3,4,3,3,1,1,3,3,2,2,2,3,2,1,1,1,1,1,2,2,2,2,3,2,2,0,1,0,0,0,0,0,0,0
VA30,2,2,2,2,4,3,2,1,1,4,1,3,2,2,3,2,1,3,3,2,1,2,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0
VA36,2,2,2,3,3,3,3,1,4,3,1,2,2,2,4,2,1,4,3,2,1,1,2,2,3,3,1,2,0,1,0,0,0,0,0,0,0
VA40,2,2,2,3,3,3,3,1,3,1,1,3,2,2,3,3,2,3,3,2,1,2,3,3,2,3,3,3,0,1,0,0,0,0,0,0,0
VA44,2,2,2,3,3,1,1,1,3,1,4,2,2,2,4,3,1,3,4,2,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
WI154,2,2,2,2,2,3,2,1,1,1,1,2,3,3,3,3,1,2,1,2,1,2,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
WY24,2,2,2,2,3,3,3,1,5,1,1,1,1,1,3,3,1,3,3,1,4,1,1,3,4,3,3,3,0,0,0,1,0,0,0,0,0
ID21,3,2,2,2,5,3,2,1,4,1,2,3,2,3,3,2,2,2,2,3,1,3,4,2,2,3,2,2,0,1,0,0,0,0,0,0,0
KS18,3,2,2,2,4,3,2,1,3,3,2,2,3,4,5,3,1,3,3,4,1,2,4,4,4,3,2,2,1,0,0,0,0,0,0,0,0
OK112,3,2,2,3,1,3,3,4,1,1,1,4,4,5,3,4,5,4,2,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
OK56,3,2,2,3,1,2,3,1,3,1,1,2,2,2,1,3,1,4,2,2,1,2,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0
PA69,3,2,2,3,4,2,2,1,1,1,1,1,3,2,1,1,1,1,2,1,1,4,2,2,3,3,4,4,1,0,0,0,0,0,0,0,0
TN43,3,2,2,2,3,2,3,3,1,2,3,3,2,4,3,3,3,4,2,3,1,2,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AZ24,1,1,2,1,5,2,2,1,2,5,1,1,1,3,1,2,1,2,3,2,1,1,3,2,1,3,2,2,0,0,0,0,1,0,0,0,0
KY38,1,1,2,2,3,3,3,4,4,1,1,3,2,3,3,3,3,4,2,1,1,1,4,3,4,3,3,3,0,1,0,0,0,0,0,0,0
AL33,2,1,2,2,1,2,3,3,1,1,2,1,1,2,3,3,1,4,1,2,1,2,2,1,1,3,4,4,0,1,0,0,0,0,0,0,0
AL47,2,1,2,2,1,2,2,3,1,1,2,1,2,2,3,3,1,4,2,1,1,1,2,2,1,2,4,4,0,1,0,0,0,0,0,0,0
KS25,2,1,2,1,3,4,3,3,4,3,4,2,3,3,4,3,1,5,1,1,4,3,2,2,2,4,3,2,0,0,0,1,0,0,0,0,0
KS31,2,1,2,2,4,2,2,3,3,1,1,2,2,2,2,1,1,1,2,1,2,3,2,2,2,3,2,2,0,0,0,0,1,0,0,0,0
ND5,2,1,2,3,5,3,2,5,3,1,1,1,1,2,2,3,1,4,3,2,4,2,3,2,2,4,2,2,0,0,0,1,0,0,0,0,0
PA122,2,1,2,2,1,1,3,1,1,1,1,3,2,2,1,2,1,3,2,1,1,2,2,2,1,3,1,1,0,0,0,1,0,0,0,0,0
TX131,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,3,2,0,1,0,0,0,0,0,0,0
ID27,3,1,2,2,2,2,2,1,3,3,3,2,3,4,4,4,1,5,4,3,4,3,4,4,4,3,3,3,0,0,0,0,0,0,0,1,0
ID11,3,4,2.4,3,1,1,2,1,5,1,2,1,2,5,3,4,1,5,4,4,4,2,4,4,4,3,3,3,0,0,0,0,0,0,0,1,0
CA259,2,5,3,4,2,2,2,4,1,1,1,2,2,3,2,2,1,1,1,1,1,5,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0
CO148,3,5,3,4,5,3,3,3,3,4,3,3,3,3,3,3,4,3,2,2,4,3,3,3,4,3,4,4,0,0,0,0,0,0,0,1,0
IA49,3,5,3,5,4,3,3,2,3,3,2,3,4,4,3,4,2,4,2,4,1,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
IL16,3,5,3,4,3,3,3,4,4,3,4,4,3,3,3,3,5,3,2,3,1,2,3,4,4,3,1,1,1,0,0,0,0,0,0,0,0
KS12,3,5,3,5,3,3,3,2,3,3,1,3,3,3,3,4,2,3,3,3,1,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0
MT26,3,5,3,4,5,3,2,1,3,5,3,3,3,3,3,3,1,4,4,4,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0
NV39,3,5,3,2,5,2,2,1,3,1,3,3,3,3,3,3,1,3,2,2,1,2,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0
OH20,3,5,3,4,4,3,3,3,3,4,3,4,3,3,3,3,4,4,2,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
PA76,3,5,3,3,4,4,2,4,4,5,4,3,3,3,2,3,4,2,1,2,1,2,4,4,4,3,2,3,0,1,0,0,0,0,0,0,0
TX160,3,5,3,3,1,3,3,1,1,3,2,3,3,3,3,3,3,3,1,1,1,3,2,3,3,3,3,2,0,1,0,0,0,0,0,0,0
TX175,3,5,3,5,1,3,3,2,1,1,1,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
TX18,3,5,3,3,3.1,3,3,2,4,4,1,3,2,3,4,3,1,3,1,1,1,1,3,3,3,3,3,2,0,1,0,0,0,0,0,0,0
CA141,4,5,3,4,3,3,2,1,1,3,3,3,4,3,4,3,2,4,4,3,1,4,3,4,3,3,3,3,0,0,0,1,0,0,0,0,0
IA10,4,5,3,5,4,3,2,5,4,4,3,4,3,3,4,2,2,3,3,3,1,5,5,4,4,3,4,4,0,0,0,0,1,0,0,0,0
IN32,4,5,3,3,5,3,2,1,1,4,3,2,4,3,1,4,2,3,2,2,1,2,4,3,3,3,2,2,0,1,0,0,0,0,0,0,0
IN37,4,5,3,2,4,3,2,1,3,2,2,4,3,3,2,4,3,3,3,2,1,4,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0
NE34,4,5,3,4,5,4,2,4,3,4,3,3,3,3,3,3,3,3,2,2,1,4,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0
PA82,4,5,3,5,4,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0
CA11,5,5,3,2,4,5,2,1,5,1,1,4,4,4,4,4,2,3,3,3,3,5,5,5,3,3,3,3,0,0,0,0,0,0,0,1,0
CT56,5,5,3,2,2,5,4,1,1,1,1,3,3,3,3,3,5,3,2,3,1,3,3,4,4,2.5,2,3,0,1,0,0,0,0,0,0,0
OR9,5,5,3,3,1,3,3,3,3,3,3,5,5,3,5,5,3,4,3,4,1,5,3,3,4,3,2,3,1,0,0,0,0,0,0,0,0
WY61,2,4,3,3,4,3,3,1,3,4,2,2,2,2,4,2,1,3,3,2,4,2,2,3,3,3,2,2,0,0,0,0,0,0,0,1,0
AL13,3,4,3,3,1,3,3,3,1,1,2,4,3,3,2,3,4,3,3,3,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0
AL7,3,4,3,4,3,4,3,3,1,3,1,2,3,3,3,2,1,3,2,1,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
AR10,3,4,3,3,4,2,2,3,1,1,1,3,3,3,3,3,2,4,3,3,1,3,2,3,3,3,3,4,1,0,0,0,0,0,0,0,0
AR14,3,4,3,3,3,3,3,4,4,4,1,3,4,3,3,4,4,2,2,2,1,4,3,3,3,3,4,4,0,1,0,0,0,0,0,0,0
AR15,3,4,3,4,2,4,3,2,2,3,3,2,3,3,4,2,2,4,2,1,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0
AR23,3,4,3,3,4,4,3,4,3,4,2,3,3,3,3,4,4,4,2,2,1,3,3,3,3,2,4,3,0,1,0,0,0,0,0,0,0
CA244,3,4,3,3,3,4,2,3,3,3,2,3,3,4,3,3,2,4,3,3,4,3,3,4,3,3,3,3,0,0,0,0,0,0,0,1,0
CA36,3,4,3,3,2,3,3,3,4,2,1,4,4,3,2,4,3,4,1,1,1,4,2,3,2,3,4,4,0,0,0,0,0,0,0,0,1
GA29,3,4,3,4,2,4,3,3,2,3,3,1,4,5,2,4,2,3,2,3,1,3,4,3,3,3,3,4,0,0,0,0,1,0,0,0,0
IA14,3,4,3,4,4,2.5,2,3,2,4,2,3,2,3,3,2,2,3,3,3,1,4,4,4,4,3,3,3,0,0,0,0,1,0,0,0,0
IA25,3,4,3,4,5,4,2,3,4,4,2,4,3,3,3,3,1,3,3,2,1,3,2,3,2,3,3,3,0,0,0,0,0,1,0,0,0
IA40,3,4,3,3,4,3,3,1,1,3,3,3,3,3,3,3,3,4,2,2,1,3,4,3,3,3,3,3,0,0,0,0,1,0,0,0,0
IA46,3,4,3,4,2,3,2,3,3,3,2,5,3,3,2,3,4,5,2,3,1,3,2,2,2,3,3,2,0,0,0,0,0,1,0,0,0
IA9,3,4,3,4,4,3,2,2,2,5,2,2,2,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
ID44,3,4,3,3,1,3,2,3,1,1,1,4,4,4,3,5,1,3,3,3,4,4,4,4,5,3,3,4,0,0,0,0,0,0,0,0,1
IL10,3,4,3,3,1,4,3,4,1,1,1,2,2,3,4,3,2,3,1,3,2,3,3,4,3,3,3,3,0,1,0,0,0,0,0,0,0
IL34,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,1,3,3,3,3,3,2,3,0,1,0,0,0,0,0,0,0
IL59,3,4,3,3,3,4,3,2,1,3,1,3,3,4,3,4,4,3,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
IL82,3,4,3,4,1,3,3,4,1,1,1,3,3,3,2,3,3,4,2,3,1,3,5,3,3,3,3,4,1,0,0,0,0,0,0,0,0
IL88,3,4,3,3,2,2,3,3,2,2,2,4,3,3,3,3,1,3,2,1,1,3,3,3,3,3,3,3,0,0,0,0,0,1,0,0,0
IL99,3,4,3,3,2,4,3,4,1,1,2,3,3,4,4,3,4,3,2,2,1,3,4,3,3,3,3,3,0,0,0,0,0,1,0,0,0
IN41,3,4,3,3,4,4,3,1,4,3,2,4,3,4,2,4,5,3,2,2,1,2,4,4,4,3,2,2,0,1,0,0,0,0,0,0,0
IN49,3,4,3,3,4,3,3,2,4,2,2,3,3,4,1,4,5,5,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0
KS28,3,4,3,4,2,3,3,2,4,2,2,3,3,3,3,3,1,3,1,2,4,4,4,3,3,3,3,3,0,0,0,1,0,0,0,0,0
KS50,3,4,3,3,3,2,3,2,2,2,1,3,3,3,3,3,2,2,2,2,1,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
LA35,3,4,3,3,2,3,3,1,1,1,1,2,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
LA51,3,4,3,3,1,3,3,2,1,2,1,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
LA58,3,4,3,3,5,3,3,1,1,5,3,2,4,3,3,4,3,4,2,4,1,3,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
LA7,3,4,3,3,1,3,3,1,2,1,1,1,3,3,4,3,4,3,3,2,2,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
MN94,3,4,3,4,1,3,3,1,1,1,3,3,2,3,3,2,1,3,1,2,1,3,4,3,4,3,4,3,0,0,0,1,0,0,0,0,0
MO18,3,4,3,4,3,3,3,1,1,1,2,1,3,3,3,3,1,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0
MO26,3,4,3,3,2,3,3,1,1,3,1,4,3,4,3,3,1,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0
MO40,3,4,3,3,3,2,3,1,1,1,1,1,1,3,1,1,1,5,4.2,2,1,4,2,2,2,3,3,3,0,1,0,0,0,0,0,0,0
MO47,3,4,3,3,3,3,3,3,3,4,3,5,3,3,2,3,5,3,2,2,1,3,3,4,3,3,4,3,0,1,0,0,0,0,0,0,0
MO56,3,4,3,4,1,4,3,5,1,1,1,3,4,4,3,4,3,4,2,2,1,3,4,5,4,3,3,3,1,0,0,0,0,0,0,0,0
MO58,3,4,3,3,2,3,3,3,1,1,2,3,3,2,3,3,3,3,3,2,1,3,2,3,2,3,3,2,0,1,0,0,0,0,0,0,0
MS2,3,4,3,4,1,3,3,2,1,1,1,4,3,3,3,3,4,5,3,3,1,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
MS24,3,4,3,4,1,3,3,2,1,1,1,5,3,3,3,3,5,5,3,3,1,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0
MS44,3,4,3,4,1,1,1,2,2,1,1,3,2,5,3,3,1,3,2,4,2,2,5,5,5,3,1,1,0,1,0,0,0,0,0,0,0
NC68,3,4,3,4,1,3,3,3,1,1,3,5,3,4,3,4,3,5,4,3,2,3,4,4,5,3,3,3,0,1,0,0,0,0,0,0,0
NE17,3,4,3,4,4,4,2,3,3,3,2,4,3,4,3,3,4,4,2,3,3,4,4,3,3,3,3,3,0,0,0,1,0,0,0,0,0
NE23,3,4,3,4,2,4,3,3,3,3,1,3,3,4,3,4,3,4,2,3,4,4,4,4,4,3,3,3,0,0,0,1,0,0,0,0,0
NE29,3,4,3,3,4,2,2,1,2,4,1,2,4,2,1,3,1,4,2,2,4,4,2,4,4,2,3,3,0,1,0,0,0,0,0,0,0
OH34,3,4,3,3,3,3,2,1,4,5,3,3,3,2,3,3,5,3,2,2,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0
OK29,3,4,3,3,1,3,3,1,1,1,1,4,3,2,3,3,1,4,3,2,1,4,2,3,2,3,3,3,0,0,0,1,0,0,0,0,0
OK95,3,4,3,4,1,3,2,1,3,1,2,3,2,4,3,3,1,4,2,3,1,3,5,5,4,3,3,3,0,1,0,0,0,0,0,0,0
SD2,3,4,3,3,3,4,3,3,4,3,2,2,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0
TN44,3,4,3,4,1,4,3,2,4,1,1,4,4,4,3,3,5,4,3,2,1,3,4,4,3,3,3,3,0,1,0,0,0,0,0,0,0
TN46,3,4,3,3,2,4,3,1,1,2,1,4,4,3,3,4,3,4,2,2,1,4,3,3,3,3,4,3,0,1,0,0,0,0,0,0,0
TX100,3,4,3,4,3,3,2,3,3,2,2,4,4,4,2,4,3,2,2,3,1,5,4,4,3,3,3,3,0,0,0,0,1,0,0,0,0
TX147,3,4,3,3,3,2,3,2,1,1,1,2,3,3,3,3,3,3,2,3,1,4,4,4,4,3,3,4,1,0,0,0,0,0,0,0,0
